[2025-05-30 13:35:33.2001251 | INF] KAPE directory: D:\kape\KAPE
[2025-05-30 13:40:19.8822135 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-Winlogon%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-Winlogon%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:19.9161877 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WinRM%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WinRM%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:19.9648866 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WLAN-AutoConfig%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WLAN-AutoConfig%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:20.0200552 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WMI-Activity%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WMI-Activity%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:20.0546301 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Microsoft-Windows-WPD-ClassInstaller%4Operational.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Microsoft-Windows-WPD-ClassInstaller%4Operational.evtx. Hashing source file...
[2025-05-30 13:40:20.0873106 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\OAlerts.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\OAlerts.evtx. Hashing source file...
[2025-05-30 13:40:20.2090330 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\OneApp_IGCC.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\OneApp_IGCC.evtx. Hashing source file...
[2025-05-30 13:40:21.9308901 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Security.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Security.evtx. Hashing source file...
[2025-05-30 13:40:21.9864507 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\System.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\System.evtx. Hashing source file...
[2025-05-30 13:40:22.0170527 | INF]   Copied deferred file C:\Windows\System32\winevt\logs\Windows PowerShell.evtx to D:\KAPEOUT\C\Windows\System32\winevt\logs\Windows PowerShell.evtx. Hashing source file...
[2025-05-30 13:40:22.0826162 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\LwtNetLog.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\LwtNetLog.etl. Hashing source file...
[2025-05-30 13:40:22.1078439 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\Microsoft-Windows-Rdp-Graphics-RdpIdd-Trace.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\Microsoft-Windows-Rdp-Graphics-RdpIdd-Trace.etl. Hashing source file...
[2025-05-30 13:40:24.1570618 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\NetCore.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\NetCore.etl. Hashing source file...
[2025-05-30 13:40:24.2194002 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\NtfsLog.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\NtfsLog.etl. Hashing source file...
[2025-05-30 13:40:24.3822236 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RadioMgr.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RadioMgr.etl. Hashing source file...
[2025-05-30 13:40:24.4086749 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\ReFSLog.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\ReFSLog.etl. Hashing source file...
[2025-05-30 13:40:24.4990983 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\Wifi.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\Wifi.etl. Hashing source file...
[2025-05-30 13:40:26.1312812 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\WifiDriverIHVSession.etl.003 to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\WifiDriverIHVSession.etl.003. Hashing source file...
[2025-05-30 13:40:27.0180922 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderApiLogger.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderApiLogger.etl. Hashing source file...
[2025-05-30 13:40:27.1422671 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderAuditLogger.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDefenderAuditLogger.etl. Hashing source file...
[2025-05-30 13:40:27.1680508 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl. Hashing source file...
[2025-05-30 13:40:27.1940485 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl. Hashing source file...
[2025-05-30 13:40:27.2243958 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl. Hashing source file...
[2025-05-30 13:40:27.2508931 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl. Hashing source file...
[2025-05-30 13:40:27.2841949 | INF]   Copied deferred file C:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl to D:\KAPEOUT\C\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl. Hashing source file...
[2025-05-30 13:40:27.3155591 | INF]   Copied deferred file C:\Windows\System32\SleepStudy\SleepStudyTraceSession.etl to D:\KAPEOUT\C\Windows\System32\SleepStudy\SleepStudyTraceSession.etl. Hashing source file...
[2025-05-30 13:40:27.3454191 | INF]   Copied deferred file C:\Windows\System32\SleepStudy\ScreenOn\ScreenOnPowerStudyTraceSession-2025-05-30-13-10-47.etl to D:\KAPEOUT\C\Windows\System32\SleepStudy\ScreenOn\ScreenOnPowerStudyTraceSession-2025-05-30-13-10-47.etl. Hashing source file...
[2025-05-30 13:40:27.3729256 | INF]   Copied deferred file C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20250530_191045_818.etl to D:\KAPEOUT\C\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20250530_191045_818.etl. Hashing source file...
[2025-05-30 13:40:27.4743634 | INF]   Copied deferred file C:\Windows\AppCompat\Programs\Amcache.hve to D:\KAPEOUT\C\Windows\AppCompat\Programs\Amcache.hve. Hashing source file...
[2025-05-30 13:40:27.5106216 | INF]   Copied deferred file C:\Windows\AppCompat\Programs\Amcache.hve.LOG1 to D:\KAPEOUT\C\Windows\AppCompat\Programs\Amcache.hve.LOG1. Hashing source file...
[2025-05-30 13:40:27.5504811 | INF]   Copied deferred file C:\Windows\AppCompat\Programs\Amcache.hve.LOG2 to D:\KAPEOUT\C\Windows\AppCompat\Programs\Amcache.hve.LOG2. Hashing source file...
[2025-05-30 13:41:55.7385236 | INF]   Copied deferred file C:\$MFT to D:\KAPEOUT\C\$MFT. Hashing source file...
[2025-05-30 13:42:02.2926467 | INF]   Copied deferred file C:\$LogFile to D:\KAPEOUT\C\$LogFile. Hashing source file...
[2025-05-30 13:42:02.3217113 | WRN]   Skipping sparse data area in $J!
[2025-05-30 13:42:45.0034142 | INF]   Copied deferred file C:\$Extend\$UsnJrnl:$J to D:\KAPEOUT\C\$Extend\$J. Hashing source file...
[2025-05-30 13:42:45.0281087 | INF]   Copied deferred file C:\$Extend\$UsnJrnl:$Max to D:\KAPEOUT\C\$Extend\$Max. Hashing source file...
[2025-05-30 13:42:46.9908738 | INF]   Copied deferred file C:\$Secure:$SDS to D:\KAPEOUT\C\$Secure_$SDS. Hashing source file...
[2025-05-30 13:42:47.0195874 | INF]   Copied deferred file C:\$Boot to D:\KAPEOUT\C\$Boot. Hashing source file...
[2025-05-30 13:42:47.1457444 | INF]   Copied deferred file C:\$Extend\$RmMetadata\$TxfLog\$Tops:$T to D:\KAPEOUT\C\$Extend\$RmMetadata\$TxfLog\$T. Hashing source file...
[2025-05-30 13:42:47.2083190 | INF]   Copied deferred file C:\Windows\System32\config\SAM.LOG1 to D:\KAPEOUT\C\Windows\System32\config\SAM.LOG1. Hashing source file...
[2025-05-30 13:42:47.2439511 | INF]   Copied deferred file C:\Windows\System32\config\SAM.LOG2 to D:\KAPEOUT\C\Windows\System32\config\SAM.LOG2. Hashing source file...
[2025-05-30 13:42:47.2803183 | INF]   Copied deferred file C:\Windows\System32\config\SECURITY.LOG1 to D:\KAPEOUT\C\Windows\System32\config\SECURITY.LOG1. Hashing source file...
[2025-05-30 13:42:47.3151884 | INF]   Copied deferred file C:\Windows\System32\config\SECURITY.LOG2 to D:\KAPEOUT\C\Windows\System32\config\SECURITY.LOG2. Hashing source file...
[2025-05-30 13:42:53.2813106 | INF]   Copied deferred file C:\Windows\System32\config\SOFTWARE.LOG1 to D:\KAPEOUT\C\Windows\System32\config\SOFTWARE.LOG1. Hashing source file...
[2025-05-30 13:42:55.4601350 | INF]   Copied deferred file C:\Windows\System32\config\SOFTWARE.LOG2 to D:\KAPEOUT\C\Windows\System32\config\SOFTWARE.LOG2. Hashing source file...
[2025-05-30 13:42:55.6788197 | INF]   Copied deferred file C:\Windows\System32\config\SYSTEM.LOG1 to D:\KAPEOUT\C\Windows\System32\config\SYSTEM.LOG1. Hashing source file...
[2025-05-30 13:42:55.9092808 | INF]   Copied deferred file C:\Windows\System32\config\SYSTEM.LOG2 to D:\KAPEOUT\C\Windows\System32\config\SYSTEM.LOG2. Hashing source file...
[2025-05-30 13:42:55.9417953 | INF]   Copied deferred file C:\Windows\System32\config\SAM to D:\KAPEOUT\C\Windows\System32\config\SAM. Hashing source file...
[2025-05-30 13:42:55.9695550 | INF]   Copied deferred file C:\Windows\System32\config\SECURITY to D:\KAPEOUT\C\Windows\System32\config\SECURITY. Hashing source file...
[2025-05-30 13:43:05.9899363 | INF]   Copied deferred file C:\Windows\System32\config\SOFTWARE to D:\KAPEOUT\C\Windows\System32\config\SOFTWARE. Hashing source file...
[2025-05-30 13:43:08.3161402 | INF]   Copied deferred file C:\Windows\System32\config\SYSTEM to D:\KAPEOUT\C\Windows\System32\config\SYSTEM. Hashing source file...
[2025-05-30 13:43:08.3972658 | INF]   Copied deferred file C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT to D:\KAPEOUT\C\Windows\ServiceProfiles\LocalService\NTUSER.DAT. Hashing source file...
[2025-05-30 13:43:08.4342802 | INF]   Copied deferred file C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1 to D:\KAPEOUT\C\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1. Hashing source file...
[2025-05-30 13:43:08.4675111 | INF]   Copied deferred file C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2 to D:\KAPEOUT\C\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2. Hashing source file...
[2025-05-30 13:43:08.5146224 | INF]   Copied deferred file C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT to D:\KAPEOUT\C\Windows\ServiceProfiles\NetworkService\NTUSER.DAT. Hashing source file...
[2025-05-30 13:43:08.5471128 | INF]   Copied deferred file C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1 to D:\KAPEOUT\C\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1. Hashing source file...
[2025-05-30 13:43:08.5773000 | INF]   Copied deferred file C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2 to D:\KAPEOUT\C\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2. Hashing source file...
[2025-05-30 13:43:08.7488581 | INF]   Copied deferred file C:\Users\Ernes\NTUSER.DAT to D:\KAPEOUT\C\Users\Ernes\NTUSER.DAT. Hashing source file...
[2025-05-30 13:43:08.7934720 | INF]   Copied deferred file C:\Users\Ernes\ntuser.dat.LOG1 to D:\KAPEOUT\C\Users\Ernes\ntuser.dat.LOG1. Hashing source file...
[2025-05-30 13:43:08.8572744 | INF]   Copied deferred file C:\Users\Ernes\ntuser.dat.LOG2 to D:\KAPEOUT\C\Users\Ernes\ntuser.dat.LOG2. Hashing source file...
[2025-05-30 13:43:08.9227648 | INF]   Copied deferred file C:\Windows\System32\config\DEFAULT to D:\KAPEOUT\C\Windows\System32\config\DEFAULT. Hashing source file...
[2025-05-30 13:43:08.9656090 | INF]   Copied deferred file C:\Windows\System32\config\DEFAULT.LOG1 to D:\KAPEOUT\C\Windows\System32\config\DEFAULT.LOG1. Hashing source file...
[2025-05-30 13:43:09.9052942 | INF]   Copied deferred file C:\Windows\System32\config\DEFAULT.LOG2 to D:\KAPEOUT\C\Windows\System32\config\DEFAULT.LOG2. Hashing source file...
[2025-05-30 13:43:10.7809663 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat. Hashing source file...
[2025-05-30 13:43:10.8532197 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1 to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1. Hashing source file...
[2025-05-30 13:43:10.9147903 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2 to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2. Hashing source file...
[2025-05-30 13:43:10.9670410 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db. Hashing source file...
[2025-05-30 13:43:11.0239725 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db. Hashing source file...
[2025-05-30 13:43:11.0679612 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db. Hashing source file...
[2025-05-30 13:43:11.0924156 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db. Hashing source file...
[2025-05-30 13:43:11.8000053 | INF]   Copied deferred file C:\Windows\System32\wbem\Repository\INDEX.BTR to D:\KAPEOUT\C\Windows\System32\wbem\Repository\INDEX.BTR. Hashing source file...
[2025-05-30 13:43:11.8342497 | INF]   Copied deferred file C:\Windows\System32\wbem\Repository\MAPPING1.MAP to D:\KAPEOUT\C\Windows\System32\wbem\Repository\MAPPING1.MAP. Hashing source file...
[2025-05-30 13:43:11.8707089 | INF]   Copied deferred file C:\Windows\System32\wbem\Repository\MAPPING2.MAP to D:\KAPEOUT\C\Windows\System32\wbem\Repository\MAPPING2.MAP. Hashing source file...
[2025-05-30 13:43:11.9027853 | INF]   Copied deferred file C:\Windows\System32\wbem\Repository\MAPPING3.MAP to D:\KAPEOUT\C\Windows\System32\wbem\Repository\MAPPING3.MAP. Hashing source file...
[2025-05-30 13:43:16.2009108 | INF]   Copied deferred file C:\Windows\System32\wbem\Repository\OBJECTS.DATA to D:\KAPEOUT\C\Windows\System32\wbem\Repository\OBJECTS.DATA. Hashing source file...
[2025-05-30 13:43:16.2695991 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Collections\collectionsSQLite to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Collections\collectionsSQLite. Hashing source file...
[2025-05-30 13:43:16.3097748 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Favicons to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Favicons. Hashing source file...
[2025-05-30 13:43:16.3566451 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\History to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\History. Hashing source file...
[2025-05-30 13:43:16.3865623 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\History-journal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\History-journal. Hashing source file...
[2025-05-30 13:43:16.4195634 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Login Data to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Login Data. Hashing source file...
[2025-05-30 13:43:16.4679462 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Network Action Predictor to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Network Action Predictor. Hashing source file...
[2025-05-30 13:43:16.5050016 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites. Hashing source file...
[2025-05-30 13:43:16.5527598 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Web Data to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Web Data. Hashing source file...
[2025-05-30 13:43:16.5817104 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Web Data-journal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Edge\User Data\Default\Web Data-journal. Hashing source file...
[2025-05-30 13:43:16.6380804 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log. Hashing source file...
[2025-05-30 13:43:16.6895469 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edbtmp.log to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edbtmp.log. Hashing source file...
[2025-05-30 13:43:16.7429519 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\V01.log to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\V01.log. Hashing source file...
[2025-05-30 13:43:19.0499127 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat. Hashing source file...
[2025-05-30 13:43:19.1122438 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.jfm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.jfm. Hashing source file...
[2025-05-30 13:43:19.1447900 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Favicons to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Favicons. Hashing source file...
[2025-05-30 13:43:19.1809970 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\History to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\History. Hashing source file...
[2025-05-30 13:43:19.2097249 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\History-journal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\History-journal. Hashing source file...
[2025-05-30 13:43:19.2667000 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sessions\Session_13393106060880278 to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sessions\Session_13393106060880278. Hashing source file...
[2025-05-30 13:43:19.2991268 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sessions\Tabs_13393106956995687 to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Sessions\Tabs_13393106956995687. Hashing source file...
[2025-05-30 13:43:19.3309742 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Login Data to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Login Data. Hashing source file...
[2025-05-30 13:43:19.3637217 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Network Action Predictor to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Network Action Predictor. Hashing source file...
[2025-05-30 13:43:19.3935633 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Shortcuts to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Shortcuts. Hashing source file...
[2025-05-30 13:43:19.4213622 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Top Sites to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Top Sites. Hashing source file...
[2025-05-30 13:43:19.4557145 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Web Data to D:\KAPEOUT\C\Users\Ernes\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Web Data. Hashing source file...
[2025-05-30 13:43:19.5351773 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows-gather.db to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows-gather.db. Hashing source file...
[2025-05-30 13:43:19.5636532 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows-gather.db-shm to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows-gather.db-shm. Hashing source file...
[2025-05-30 13:43:19.7885621 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows-gather.db-wal to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows-gather.db-wal. Hashing source file...
[2025-05-30 13:43:19.8170754 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows-usn.db to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows-usn.db. Hashing source file...
[2025-05-30 13:43:19.8463532 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows-usn.db-shm to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows-usn.db-shm. Hashing source file...
[2025-05-30 13:43:19.8761905 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows-usn.db-wal to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows-usn.db-wal. Hashing source file...
[2025-05-30 13:43:24.9526933 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows.db to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows.db. Hashing source file...
[2025-05-30 13:43:24.9812332 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows.db-shm to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows.db-shm. Hashing source file...
[2025-05-30 13:43:25.3538596 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\Windows.db-wal to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\Windows.db-wal. Hashing source file...
[2025-05-30 13:43:25.3819416 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\GatherLogs\SystemIndex\SystemIndex.2.Crwl to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\GatherLogs\SystemIndex\SystemIndex.2.Crwl. Hashing source file...
[2025-05-30 13:43:25.4234620 | INF]   Copied deferred file C:\programdata\microsoft\search\data\applications\windows\GatherLogs\SystemIndex\SystemIndex.2.gthr to D:\KAPEOUT\C\programdata\microsoft\search\data\applications\windows\GatherLogs\SystemIndex\SystemIndex.2.gthr. Hashing source file...
[2025-05-30 13:43:25.5487629 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db to D:\KAPEOUT\C\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db. Hashing source file...
[2025-05-30 13:43:25.5785618 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db-shm to D:\KAPEOUT\C\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db-shm. Hashing source file...
[2025-05-30 13:43:26.0016674 | INF]   Copied deferred file C:\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db-wal to D:\KAPEOUT\C\Users\Ernes\AppData\Local\ConnectedDevicesPlatform\2a664a10adb0945a\ActivitiesCache.db-wal. Hashing source file...
[2025-05-30 13:43:26.0429973 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\EventStore.db to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\EventStore.db. Hashing source file...
[2025-05-30 13:43:26.0713793 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\EventStore.db-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\EventStore.db-shm. Hashing source file...
[2025-05-30 13:43:26.1227512 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\EventStore.db-wal to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\EventStore.db-wal. Hashing source file...
[2025-05-30 13:43:26.1873454 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db. Hashing source file...
[2025-05-30 13:43:26.2168290 | INF]   Copied deferred file C:\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-shm to D:\KAPEOUT\C\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-shm. Hashing source file...
